transaction_amount,category,vendor_category,daily_tx_count,wallet_balance_pct,monthly_budget_used_pct,category_budget_used_pct,days_elapsed_in_month,spend_velocity,days_remaining_budget,is_weekend,hour_of_day,expenditure_level,duration_risk,behaviour_class
4765,Transport,Stationery,1,14.9,92.4,23.3,27,2659.0,27.2,1,18,High,Safe,Lifestyle
3646,Other,Canteen,10,79.6,57.2,45.5,19,1479.0,18.0,1,10,Medium,Safe,Survival
1245,Entertainment,Stationery,5,71.2,102.9,24.6,22,2799.0,15.6,1,13,High,Safe,Lifestyle
1893,Food,Snack_Bar,1,38.7,126.9,55.1,28,2392.0,10.7,1,15,High,Safe,Lifestyle
3636,Food,Stationery,7,89.3,42.5,85.3,27,1982.0,26.5,0,11,Low,Safe,Survival
762,Study,Bookshop,10,97.7,94.4,146.3,28,2856.0,3.7,1,16,High,Critical,Leakage
2685,Study,Bookshop,11,58.0,121.4,65.9,4,1955.0,14.2,1,9,High,Safe,Lifestyle
3554,Study,Bookshop,8,58.7,92.4,40.8,5,3375.0,16.1,0,7,High,Safe,Lifestyle
425,Transport,Pharmacy,8,33.3,91.7,33.4,22,3054.0,16.6,1,11,High,Safe,Leakage
1159,Entertainment,Bookshop,7,60.5,36.9,34.2,25,2392.0,19.6,1,18,Low,Safe,Survival
4748,Entertainment,Bookshop,2,46.8,74.2,37.0,19,3570.0,15.2,0,17,Medium,Safe,Survival
3267,Entertainment,Pharmacy,5,33.7,77.5,116.7,17,3401.0,7.7,1,19,Medium,Warning,Lifestyle
1015,Entertainment,Bookshop,4,11.4,94.0,18.5,18,2361.0,25.7,1,13,High,Safe,Lifestyle
4954,Study,Snack_Bar,5,29.0,129.6,149.6,8,740.0,19.7,0,8,High,Safe,Lifestyle
4842,Food,Bookshop,10,23.8,14.0,83.2,4,2481.0,25.7,0,10,Low,Safe,Survival
3320,Study,Bookshop,9,56.5,17.8,86.2,23,1743.0,8.3,1,12,Low,Warning,Survival
216,Entertainment,Pharmacy,4,62.2,19.4,60.1,18,2390.0,19.1,1,11,Low,Safe,Survival
1443,Study,Snack_Bar,8,62.8,99.2,106.6,28,2765.0,21.4,1,13,High,Safe,Lifestyle
2405,Entertainment,Stationery,8,41.9,26.4,76.0,11,2757.0,11.5,0,12,Low,Safe,Survival
2724,Other,Canteen,2,45.0,84.7,56.1,26,2857.0,24.4,1,7,Medium,Safe,Survival
1269,Food,Snack_Bar,6,84.3,49.0,47.1,14,2877.0,0.1,1,9,Low,Critical,Survival
3644,Other,Stationery,5,50.2,64.9,139.6,13,882.0,17.8,1,14,Medium,Safe,Lifestyle
2765,Transport,Snack_Bar,2,98.8,35.9,50.7,24,1171.0,18.4,1,21,Low,Safe,Survival
1260,Study,Stationery,10,46.8,113.9,71.1,26,2707.0,16.0,0,15,High,Safe,Lifestyle
2527,Transport,Stationery,4,66.7,80.3,59.0,16,1929.0,18.9,0,13,Medium,Safe,Survival
3620,Study,Snack_Bar,7,9.8,123.3,22.1,28,3170.0,5.0,1,21,High,Warning,Lifestyle
501,Other,Pharmacy,1,67.1,79.0,36.0,30,937.0,20.5,1,13,Medium,Safe,Survival
4476,Entertainment,Snack_Bar,9,85.9,24.9,36.5,12,1170.0,10.1,0,9,Low,Safe,Survival
806,Entertainment,Snack_Bar,10,94.5,30.5,107.1,9,2455.0,13.6,0,18,Low,Safe,Survival
3370,Study,Stationery,1,99.7,128.7,66.9,7,2253.0,10.0,0,15,High,Warning,Lifestyle
899,Entertainment,Canteen,5,31.8,97.1,119.5,10,1432.0,14.2,0,14,High,Safe,Lifestyle
1339,Other,Stationery,7,59.7,15.9,109.3,29,1929.0,18.6,1,17,Low,Safe,Survival
390,Entertainment,Bookshop,8,47.8,94.5,36.9,27,622.0,25.2,0,20,High,Safe,Leakage
2500,Other,Snack_Bar,2,58.6,59.5,88.8,17,630.0,14.5,0,6,Medium,Safe,Survival
1180,Transport,Snack_Bar,4,20.0,46.9,114.0,18,832.0,9.7,1,17,Low,Warning,Survival
3175,Other,Pharmacy,2,86.3,28.5,98.6,25,2519.0,14.6,1,19,Low,Safe,Survival
1384,Food,Stationery,4,91.4,110.8,94.0,26,3523.0,20.7,1,7,High,Safe,Lifestyle
3527,Food,Pharmacy,6,47.7,17.7,113.5,7,1411.0,10.4,1,8,Low,Safe,Survival
3594,Food,Snack_Bar,6,31.6,44.8,17.9,27,619.0,12.4,1,11,Low,Safe,Survival
327,Study,Stationery,2,18.4,46.8,112.4,3,2980.0,16.9,1,18,Low,Safe,Survival
2265,Study,Stationery,11,70.0,29.3,48.2,15,3494.0,8.8,1,13,Low,Warning,Survival
2016,Study,Bookshop,4,34.7,71.0,90.1,16,984.0,6.3,0,9,Medium,Warning,Survival
769,Other,Bookshop,4,91.4,11.4,43.9,21,1850.0,4.2,0,12,Low,Warning,Survival
2095,Study,Canteen,1,68.7,46.1,127.4,17,1056.0,10.6,1,12,Low,Safe,Lifestyle
2933,Transport,Bookshop,2,66.3,122.0,77.3,13,872.0,1.5,0,6,High,Critical,Lifestyle
4063,Food,Stationery,3,58.1,47.3,100.0,26,2769.0,17.5,0,22,Low,Safe,Survival
4921,Other,Bookshop,11,9.3,53.3,121.2,3,3886.0,5.3,1,13,Medium,Warning,Lifestyle
4214,Food,Canteen,5,93.5,66.8,135.3,27,2874.0,11.3,0,20,Medium,Safe,Lifestyle
3101,Study,Snack_Bar,11,64.7,77.4,112.5,20,3947.0,8.1,0,12,Medium,Warning,Survival
1886,Other,Bookshop,8,99.4,107.0,30.8,20,2020.0,18.9,0,18,High,Safe,Lifestyle
3209,Entertainment,Stationery,6,56.0,32.8,129.6,23,3643.0,25.5,0,6,Low,Safe,Lifestyle
354,Transport,Snack_Bar,3,72.5,114.6,96.6,5,1218.0,19.0,1,12,High,Safe,Lifestyle
2737,Study,Stationery,6,10.3,100.9,95.3,9,913.0,16.3,0,10,High,Safe,Lifestyle
1609,Study,Snack_Bar,7,65.0,96.7,139.0,23,2959.0,20.1,0,13,High,Safe,Lifestyle
4257,Transport,Stationery,6,77.6,20.4,44.8,18,1800.0,0.9,1,20,Low,Critical,Survival
984,Transport,Bookshop,10,79.0,12.6,43.5,29,1612.0,3.7,0,11,Low,Critical,Survival
3375,Entertainment,Bookshop,6,78.2,81.3,81.8,11,2849.0,2.8,1,10,Medium,Critical,Survival
4541,Study,Canteen,1,26.5,113.6,115.1,11,1667.0,2.9,0,16,High,Critical,Lifestyle
3006,Study,Snack_Bar,3,97.7,80.1,72.6,16,2504.0,7.8,0,13,Medium,Warning,Survival
737,Food,Canteen,7,99.5,35.6,98.7,8,1548.0,16.0,1,14,Low,Safe,Leakage
2041,Other,Pharmacy,4,12.2,20.9,73.4,27,3243.0,3.4,1,18,Low,Critical,Survival
2655,Other,Bookshop,4,94.0,94.0,95.5,2,1593.0,28.1,1,8,High,Safe,Lifestyle
724,Food,Snack_Bar,7,32.5,96.6,125.1,23,2372.0,25.6,0,8,High,Safe,Leakage
3150,Other,Canteen,9,70.5,30.7,35.3,21,581.0,29.1,1,12,Low,Safe,Survival
4331,Transport,Canteen,11,37.1,13.4,107.4,10,3271.0,1.3,1,8,Low,Critical,Survival
4980,Other,Pharmacy,2,96.9,59.0,120.2,6,2671.0,25.5,0,16,Medium,Safe,Lifestyle
4315,Other,Canteen,9,14.6,79.9,72.6,27,1173.0,24.1,1,19,Medium,Safe,Survival
2568,Food,Stationery,3,52.3,94.7,55.3,4,1254.0,27.1,0,15,High,Safe,Lifestyle
4047,Entertainment,Bookshop,6,45.7,107.2,11.9,21,1419.0,15.8,0,14,High,Safe,Lifestyle
4695,Other,Canteen,4,36.0,83.3,121.6,28,2518.0,23.6,1,17,Medium,Safe,Lifestyle
2901,Other,Canteen,1,66.3,23.3,55.9,5,2419.0,1.5,1,13,Low,Critical,Survival
1171,Entertainment,Pharmacy,9,17.5,91.9,60.0,23,1459.0,2.3,0,17,High,Critical,Lifestyle
1366,Food,Stationery,11,73.1,128.1,57.0,11,2929.0,3.6,1,14,High,Critical,Lifestyle
2974,Entertainment,Canteen,6,98.2,118.7,79.8,12,3612.0,27.4,0,22,High,Safe,Lifestyle
2182,Food,Bookshop,8,81.4,114.6,108.3,16,652.0,1.8,1,16,High,Critical,Lifestyle
1053,Transport,Bookshop,2,86.7,46.3,118.1,20,1960.0,3.0,1,7,Low,Critical,Lifestyle
4346,Food,Canteen,7,39.2,100.1,65.0,21,2577.0,27.9,0,19,High,Safe,Lifestyle
3936,Transport,Stationery,6,35.9,112.1,102.8,14,2553.0,3.2,0,8,High,Critical,Lifestyle
3969,Transport,Bookshop,2,54.1,91.4,110.9,14,568.0,26.1,1,11,High,Safe,Lifestyle
774,Food,Bookshop,2,9.3,40.1,51.6,20,1237.0,23.7,0,9,Low,Safe,Survival
3461,Study,Stationery,4,94.8,124.5,23.5,20,716.0,1.2,1,17,High,Critical,Lifestyle
1348,Food,Stationery,4,18.7,64.1,135.3,15,2491.0,0.7,1,7,Medium,Critical,Lifestyle
1915,Other,Canteen,3,90.8,25.6,104.8,8,2759.0,16.0,0,11,Low,Safe,Survival
4977,Other,Snack_Bar,8,12.9,23.2,100.7,27,1059.0,29.9,0,10,Low,Safe,Survival
4054,Study,Pharmacy,7,83.1,87.7,18.2,5,1666.0,26.4,0,10,High,Safe,Lifestyle
2691,Transport,Snack_Bar,2,19.4,62.5,124.5,29,1654.0,9.3,1,13,Medium,Warning,Lifestyle
2860,Study,Snack_Bar,3,8.6,21.3,89.2,9,3369.0,11.6,1,10,Low,Safe,Survival
3324,Other,Bookshop,10,73.4,98.8,128.7,21,1181.0,11.6,0,13,High,Safe,Lifestyle
3251,Study,Stationery,9,31.6,105.9,146.4,16,2419.0,22.0,0,6,High,Safe,Lifestyle
204,Food,Bookshop,5,72.9,97.0,144.0,24,3240.0,10.2,1,14,High,Safe,Leakage
1076,Study,Pharmacy,2,57.7,34.3,129.9,3,3404.0,4.4,1,19,Low,Warning,Lifestyle
1191,Transport,Canteen,3,15.3,92.8,11.5,12,2833.0,22.4,0,7,High,Safe,Lifestyle
4342,Food,Pharmacy,8,93.6,11.3,134.0,7,1548.0,13.7,0,16,Low,Safe,Lifestyle
4564,Entertainment,Bookshop,4,48.0,46.6,20.5,17,3381.0,2.3,1,9,Low,Critical,Survival
4665,Other,Bookshop,2,74.8,57.9,129.2,15,3098.0,23.7,1,9,Medium,Safe,Lifestyle
835,Other,Bookshop,2,52.6,110.2,49.2,15,2966.0,17.6,0,22,High,Safe,Lifestyle
1893,Study,Bookshop,6,62.4,56.8,95.4,12,736.0,14.7,1,21,Medium,Safe,Survival
1882,Food,Snack_Bar,8,33.8,11.4,15.3,21,651.0,20.2,1,12,Low,Safe,Survival
4952,Entertainment,Canteen,7,24.0,52.3,118.0,2,2934.0,15.2,1,17,Medium,Safe,Lifestyle
319,Food,Snack_Bar,4,56.5,69.9,25.6,8,3807.0,19.5,0,22,Medium,Safe,Survival
1030,Other,Bookshop,2,46.8,123.9,67.5,28,3208.0,26.0,1,10,High,Safe,Lifestyle
3875,Food,Stationery,9,42.1,122.9,124.4,22,3410.0,18.4,0,13,High,Safe,Lifestyle
1569,Entertainment,Snack_Bar,4,68.9,31.7,107.3,5,2407.0,19.8,1,10,Low,Safe,Survival
940,Study,Bookshop,9,70.6,32.2,10.8,30,1566.0,18.4,1,16,Low,Safe,Survival
316,Transport,Bookshop,5,9.4,29.6,66.4,3,2872.0,15.9,0,9,Low,Safe,Leakage
3038,Food,Canteen,11,37.2,104.7,15.9,30,2992.0,5.2,0,16,High,Warning,Lifestyle
1350,Transport,Pharmacy,11,44.1,10.7,104.3,29,2864.0,10.1,1,10,Low,Safe,Survival
2131,Other,Snack_Bar,7,14.2,25.3,145.7,1,3813.0,20.8,0,7,Low,Safe,Lifestyle
1212,Study,Snack_Bar,5,27.4,74.6,101.7,30,1785.0,12.8,0,22,Medium,Safe,Survival
1864,Study,Snack_Bar,2,9.9,39.7,41.4,16,639.0,12.2,0,20,Low,Safe,Survival
1281,Food,Bookshop,6,99.6,21.1,59.7,10,3680.0,22.8,1,21,Low,Safe,Survival
4929,Study,Canteen,7,75.0,53.2,146.7,26,1062.0,0.2,0,17,Medium,Critical,Lifestyle
712,Food,Bookshop,11,13.3,42.9,41.4,10,2941.0,20.4,1,13,Low,Safe,Leakage
3049,Food,Bookshop,6,6.9,71.3,88.6,30,3556.0,14.7,0,11,Medium,Safe,Survival
759,Transport,Stationery,3,73.3,127.5,66.1,11,1585.0,11.3,0,16,High,Safe,Lifestyle
3872,Study,Canteen,10,46.7,24.9,117.6,26,3406.0,10.2,1,11,Low,Safe,Lifestyle
4783,Food,Snack_Bar,8,79.7,54.7,131.4,12,1662.0,5.2,1,22,Medium,Warning,Lifestyle
3543,Transport,Pharmacy,3,92.7,121.8,57.7,8,3280.0,10.0,0,15,High,Warning,Lifestyle
4270,Entertainment,Snack_Bar,5,61.9,115.2,102.5,27,744.0,11.7,1,20,High,Safe,Lifestyle
4999,Transport,Bookshop,9,22.8,57.3,86.9,5,2793.0,13.1,1,21,Medium,Safe,Survival
1670,Transport,Canteen,11,79.3,93.9,49.0,9,2870.0,20.2,0,22,High,Safe,Lifestyle
780,Food,Canteen,5,95.8,20.5,48.1,11,2220.0,13.6,0,12,Low,Safe,Leakage
2494,Other,Canteen,7,60.1,95.5,85.4,15,2905.0,23.9,1,13,High,Safe,Lifestyle
3347,Other,Stationery,11,69.8,126.7,31.6,23,3731.0,19.2,0,13,High,Safe,Lifestyle
4449,Other,Snack_Bar,7,37.1,74.5,123.5,17,3068.0,5.7,1,10,Medium,Warning,Lifestyle
1879,Transport,Stationery,5,41.2,69.8,19.7,11,3865.0,8.3,1,16,Medium,Warning,Survival
3706,Food,Pharmacy,2,74.8,32.5,23.2,13,2070.0,2.4,1,7,Low,Critical,Survival
2944,Study,Bookshop,5,93.1,86.1,57.9,17,2349.0,28.4,0,9,High,Safe,Lifestyle
3556,Transport,Stationery,7,64.8,80.9,26.5,23,1423.0,26.6,1,17,Medium,Safe,Survival
4245,Transport,Stationery,7,80.0,88.2,76.6,27,3950.0,2.5,0,9,High,Critical,Lifestyle
1443,Food,Bookshop,4,21.3,13.1,66.0,7,693.0,17.2,1,10,Low,Safe,Survival
3318,Entertainment,Canteen,1,25.1,75.8,111.1,9,1755.0,28.8,1,22,Medium,Safe,Survival
2341,Transport,Bookshop,6,55.5,81.4,143.4,18,1542.0,22.4,1,15,Medium,Safe,Lifestyle
3259,Entertainment,Snack_Bar,3,21.8,34.9,115.5,23,1853.0,14.8,0,19,Low,Safe,Lifestyle
4748,Entertainment,Bookshop,11,65.3,35.0,35.1,18,3712.0,7.2,0,20,Low,Warning,Survival
3159,Other,Canteen,5,32.7,43.1,141.0,30,1788.0,8.4,1,19,Low,Warning,Lifestyle
2465,Food,Bookshop,4,80.2,95.4,64.9,10,3709.0,22.1,1,21,High,Safe,Lifestyle
2679,Entertainment,Stationery,2,81.8,82.8,76.4,12,1982.0,23.4,0,13,Medium,Safe,Survival
4846,Food,Pharmacy,7,49.1,111.5,69.0,26,3492.0,15.9,1,14,High,Safe,Lifestyle
1835,Other,Stationery,5,22.2,45.5,49.3,18,2326.0,3.6,0,13,Low,Critical,Survival
1957,Food,Pharmacy,7,66.4,119.4,135.3,21,1590.0,28.0,1,16,High,Safe,Lifestyle
4652,Transport,Bookshop,9,99.3,99.2,56.5,9,2073.0,25.3,1,17,High,Safe,Lifestyle
2270,Entertainment,Snack_Bar,4,64.1,57.4,91.0,9,1985.0,4.2,0,19,Medium,Warning,Survival
3049,Food,Bookshop,5,8.4,21.4,43.6,10,1410.0,1.7,0,17,Low,Critical,Survival
3451,Study,Canteen,9,6.6,40.8,121.6,1,1514.0,16.1,0,9,Low,Safe,Lifestyle
3930,Food,Bookshop,10,35.4,124.8,118.4,11,1153.0,8.5,1,18,High,Warning,Lifestyle
2689,Entertainment,Pharmacy,11,23.6,47.2,51.5,14,1676.0,8.5,1,21,Low,Warning,Survival
1831,Other,Stationery,4,82.2,49.6,105.4,23,2685.0,2.6,0,15,Low,Critical,Survival
3016,Other,Snack_Bar,5,85.3,32.8,108.5,26,1853.0,28.6,1,16,Low,Safe,Survival
1215,Entertainment,Bookshop,5,29.6,106.8,88.8,30,2993.0,24.9,1,17,High,Safe,Lifestyle
1548,Transport,Bookshop,8,35.9,43.1,94.1,10,3954.0,3.4,1,7,Low,Critical,Survival
4811,Transport,Stationery,4,27.4,49.6,90.4,28,1820.0,26.3,0,10,Low,Safe,Survival
3287,Other,Snack_Bar,4,91.3,59.7,21.5,14,2119.0,20.5,0,15,Medium,Safe,Survival
3039,Other,Bookshop,7,52.8,62.0,103.8,19,1074.0,9.8,1,21,Medium,Warning,Survival
535,Entertainment,Bookshop,11,67.3,59.4,75.8,26,1873.0,26.1,1,17,Medium,Safe,Leakage
4792,Transport,Pharmacy,5,44.5,70.4,71.4,10,3044.0,17.9,1,14,Medium,Safe,Survival
1095,Other,Pharmacy,6,64.9,107.7,130.4,17,1261.0,25.5,0,8,High,Safe,Lifestyle
3746,Transport,Canteen,6,41.7,108.3,13.3,2,1137.0,14.1,0,6,High,Safe,Lifestyle
1051,Other,Stationery,6,37.3,105.8,45.2,22,1817.0,15.0,0,10,High,Safe,Lifestyle
1887,Food,Snack_Bar,10,65.3,22.1,27.0,14,3365.0,8.7,0,13,Low,Warning,Survival
2131,Study,Bookshop,5,61.2,106.0,14.9,26,2683.0,11.6,0,22,High,Safe,Lifestyle
3946,Food,Bookshop,5,32.9,24.4,48.6,18,3852.0,17.0,1,6,Low,Safe,Survival
2627,Other,Canteen,9,19.2,25.0,148.4,2,3666.0,28.4,1,18,Low,Safe,Lifestyle
1768,Study,Bookshop,8,40.0,123.7,47.8,20,1029.0,18.0,0,11,High,Safe,Lifestyle
4200,Study,Stationery,4,44.4,108.3,102.9,19,649.0,4.4,0,20,High,Warning,Lifestyle
2938,Other,Canteen,7,64.7,76.3,26.6,24,1897.0,0.2,0,12,Medium,Critical,Survival
3698,Other,Stationery,8,91.9,115.0,94.3,8,2327.0,25.5,0,13,High,Safe,Lifestyle
4113,Transport,Canteen,9,8.4,128.7,147.8,6,2304.0,10.9,1,8,High,Safe,Lifestyle
1266,Other,Bookshop,5,28.1,83.3,50.9,20,969.0,9.4,1,20,Medium,Warning,Survival
4580,Entertainment,Canteen,3,23.4,83.5,128.7,7,937.0,24.0,1,9,Medium,Safe,Lifestyle
2644,Other,Pharmacy,4,52.7,100.5,149.7,25,664.0,28.4,1,14,High,Safe,Lifestyle
4307,Entertainment,Snack_Bar,10,45.8,37.9,92.4,13,3478.0,22.4,0,16,Low,Safe,Survival
3573,Other,Bookshop,6,74.3,30.1,53.3,2,3817.0,5.2,0,19,Low,Warning,Survival
4169,Transport,Snack_Bar,10,28.0,101.1,104.3,22,905.0,11.7,0,14,High,Safe,Lifestyle
2746,Entertainment,Bookshop,11,61.5,51.4,128.3,7,1246.0,22.8,1,17,Medium,Safe,Lifestyle
953,Food,Snack_Bar,5,89.0,26.2,34.0,1,815.0,27.2,1,10,Low,Safe,Survival
2282,Entertainment,Pharmacy,9,91.5,47.8,73.4,6,3571.0,30.0,1,11,Low,Safe,Survival
2974,Transport,Snack_Bar,11,96.1,53.0,54.7,16,3855.0,15.3,1,10,Medium,Safe,Survival
3096,Entertainment,Canteen,11,78.5,125.8,49.7,8,1416.0,24.7,1,6,High,Safe,Lifestyle
4385,Other,Snack_Bar,3,91.1,93.8,130.5,13,1563.0,1.4,0,15,High,Critical,Lifestyle
975,Other,Bookshop,2,27.3,73.7,69.0,23,1769.0,8.6,1,19,Medium,Warning,Survival
1825,Transport,Stationery,6,23.8,126.3,57.5,18,2259.0,11.1,1,22,High,Safe,Lifestyle
3269,Study,Snack_Bar,7,5.6,118.4,94.5,14,2889.0,29.3,1,16,High,Safe,Lifestyle
617,Other,Snack_Bar,5,72.2,71.4,40.7,18,2265.0,0.1,0,9,Medium,Critical,Leakage
314,Food,Snack_Bar,1,94.1,118.7,42.2,29,3829.0,9.2,1,9,High,Warning,Lifestyle
816,Transport,Bookshop,3,22.8,58.5,82.8,4,850.0,27.9,1,17,Medium,Safe,Survival
4174,Entertainment,Snack_Bar,3,65.5,37.7,67.3,15,3295.0,9.2,0,19,Low,Warning,Survival
3467,Entertainment,Bookshop,4,75.9,37.9,51.3,5,1671.0,6.8,0,6,Low,Warning,Survival
1025,Food,Bookshop,10,93.1,89.5,17.6,21,1821.0,21.9,0,16,High,Safe,Lifestyle
1716,Other,Stationery,6,66.5,70.1,82.9,14,2981.0,22.4,1,6,Medium,Safe,Survival
3346,Transport,Canteen,5,97.2,89.1,124.3,16,3753.0,14.2,1,6,High,Safe,Lifestyle
612,Food,Bookshop,1,37.7,92.3,129.2,15,3007.0,28.4,1,8,High,Safe,Lifestyle
928,Other,Pharmacy,6,38.2,12.7,43.0,11,3216.0,6.1,1,19,Low,Warning,Survival
3548,Transport,Snack_Bar,9,56.6,16.5,93.9,2,3128.0,27.4,0,13,Low,Safe,Survival
3008,Entertainment,Pharmacy,11,41.4,73.9,129.8,23,1623.0,22.7,0,20,Medium,Safe,Lifestyle
875,Transport,Snack_Bar,1,5.1,32.9,67.2,24,3149.0,11.0,0,9,Low,Safe,Survival
3665,Study,Stationery,8,74.5,85.9,140.5,30,3246.0,24.2,0,16,High,Safe,Lifestyle
2704,Transport,Bookshop,8,76.4,76.3,136.4,18,2367.0,4.0,1,13,Medium,Critical,Lifestyle
3167,Study,Canteen,3,76.0,80.3,39.1,4,2379.0,3.9,0,12,Medium,Critical,Survival
2986,Transport,Bookshop,9,37.8,46.3,46.3,15,3159.0,27.9,1,7,Low,Safe,Survival
1322,Study,Snack_Bar,11,54.6,86.8,35.3,12,3360.0,2.8,1,13,High,Critical,Lifestyle
4279,Entertainment,Canteen,11,39.2,109.5,37.4,27,1680.0,0.1,0,14,High,Critical,Lifestyle
1771,Other,Bookshop,8,6.5,129.8,137.1,27,3305.0,11.7,1,21,High,Safe,Lifestyle
2343,Study,Canteen,3,58.4,110.6,140.4,3,3350.0,3.1,1,13,High,Critical,Lifestyle
1887,Study,Snack_Bar,10,16.8,76.9,17.3,4,1319.0,25.9,1,13,Medium,Safe,Survival
4332,Entertainment,Stationery,5,12.6,33.2,93.1,21,3009.0,27.7,0,16,Low,Safe,Survival
4051,Study,Stationery,3,76.8,91.8,89.0,16,1153.0,14.5,1,12,High,Safe,Lifestyle
3640,Food,Bookshop,5,5.9,122.5,64.7,6,826.0,12.8,1,7,High,Safe,Lifestyle
3966,Entertainment,Pharmacy,9,96.1,35.4,98.4,2,2511.0,16.2,1,10,Low,Safe,Survival
2526,Food,Snack_Bar,4,53.9,40.7,142.6,26,3680.0,6.8,0,16,Low,Warning,Lifestyle
3114,Entertainment,Bookshop,6,98.4,27.9,33.8,22,624.0,8.9,1,22,Low,Warning,Survival
4152,Study,Bookshop,3,10.5,98.4,26.9,9,3393.0,3.0,1,11,High,Critical,Lifestyle
795,Food,Stationery,3,60.4,58.8,14.7,12,2273.0,13.4,1,18,Medium,Safe,Survival
928,Study,Canteen,5,38.2,17.5,60.9,12,3513.0,18.4,0,12,Low,Safe,Survival
1565,Entertainment,Snack_Bar,8,85.1,115.0,57.3,27,3452.0,27.9,0,16,High,Safe,Lifestyle
4692,Study,Canteen,8,39.3,76.9,70.3,24,3564.0,22.2,0,11,Medium,Safe,Survival
898,Food,Snack_Bar,3,29.7,49.7,80.5,14,3191.0,21.7,1,17,Low,Safe,Survival
595,Food,Pharmacy,8,86.5,51.3,116.1,17,3450.0,9.2,1,8,Medium,Warning,Leakage
4371,Study,Stationery,11,40.6,44.8,64.9,9,1116.0,26.6,1,16,Low,Safe,Survival
4560,Transport,Pharmacy,8,6.6,64.7,56.3,12,1563.0,28.4,1,7,Medium,Safe,Survival
2702,Entertainment,Bookshop,3,42.1,50.4,125.8,27,1349.0,28.0,1,8,Medium,Safe,Lifestyle
2019,Entertainment,Stationery,10,67.2,75.8,129.0,10,3098.0,1.2,0,22,Medium,Critical,Lifestyle
917,Study,Bookshop,10,29.2,102.8,42.6,11,1038.0,18.1,0,10,High,Safe,Lifestyle
2982,Transport,Pharmacy,2,46.0,90.9,54.1,2,1138.0,19.3,1,7,High,Safe,Lifestyle
3777,Food,Snack_Bar,10,10.4,45.3,125.5,28,3576.0,8.9,0,17,Low,Warning,Lifestyle
343,Other,Bookshop,2,60.9,73.4,21.1,16,2971.0,29.8,0,10,Medium,Safe,Survival
3340,Other,Canteen,9,76.8,110.8,55.6,27,3564.0,8.7,1,18,High,Warning,Lifestyle
4691,Study,Snack_Bar,7,44.3,18.2,72.8,1,988.0,6.5,1,12,Low,Warning,Survival
3138,Transport,Snack_Bar,6,44.9,19.4,36.2,22,1896.0,14.5,0,16,Low,Safe,Survival
3836,Transport,Pharmacy,7,13.4,76.7,35.2,29,1491.0,9.7,0,10,Medium,Warning,Survival
3422,Entertainment,Pharmacy,8,24.2,86.7,69.5,1,534.0,27.7,1,11,High,Safe,Lifestyle
1367,Food,Stationery,1,19.7,35.4,115.6,22,1496.0,13.2,1,8,Low,Safe,Lifestyle
2816,Transport,Stationery,8,50.8,99.4,127.6,2,1829.0,12.3,1,11,High,Safe,Lifestyle
1262,Other,Canteen,3,55.3,87.6,147.1,12,823.0,18.8,0,21,High,Safe,Lifestyle
2356,Food,Snack_Bar,3,95.1,120.8,20.4,27,2483.0,2.4,0,8,High,Critical,Lifestyle
3182,Food,Canteen,6,12.0,30.3,40.3,23,1841.0,22.7,1,9,Low,Safe,Survival
3494,Study,Canteen,4,62.0,100.2,115.9,23,663.0,23.1,1,10,High,Safe,Lifestyle
4929,Transport,Pharmacy,4,55.0,20.0,85.7,28,2964.0,14.2,1,14,Low,Safe,Survival
1356,Study,Canteen,4,54.0,77.8,55.9,20,3052.0,28.7,1,9,Medium,Safe,Survival
932,Transport,Canteen,10,88.0,76.2,38.8,18,3421.0,17.4,1,6,Medium,Safe,Survival
4530,Entertainment,Bookshop,9,24.5,56.6,49.3,12,2199.0,20.9,0,16,Medium,Safe,Survival
1153,Study,Stationery,8,8.9,111.3,70.1,27,3890.0,27.7,0,10,High,Safe,Lifestyle
2739,Study,Stationery,3,68.9,10.5,34.8,23,3699.0,20.0,1,15,Low,Safe,Survival
3524,Other,Snack_Bar,1,37.8,72.4,145.0,1,2430.0,13.0,1,8,Medium,Safe,Lifestyle
3501,Study,Stationery,1,6.7,36.1,25.1,28,2057.0,0.7,1,20,Low,Critical,Survival
1742,Transport,Snack_Bar,1,28.9,99.2,148.0,27,511.0,21.8,0,19,High,Safe,Lifestyle
1391,Other,Bookshop,4,34.4,15.2,127.9,11,2988.0,28.9,1,10,Low,Safe,Lifestyle
3193,Study,Stationery,6,63.6,109.8,69.2,2,2477.0,14.1,0,13,High,Safe,Lifestyle
2881,Study,Bookshop,4,21.4,110.6,113.6,12,3781.0,10.2,0,22,High,Safe,Lifestyle
1417,Entertainment,Stationery,11,44.2,109.9,104.0,2,2580.0,15.6,1,9,High,Safe,Lifestyle
1740,Study,Stationery,11,50.8,28.3,39.9,17,3975.0,21.9,1,7,Low,Safe,Survival
3436,Food,Bookshop,3,48.6,85.6,57.5,25,3488.0,0.0,1,7,High,Critical,Lifestyle
2586,Other,Canteen,8,97.5,11.7,81.8,6,3838.0,26.6,1,7,Low,Safe,Survival
3919,Food,Canteen,8,9.3,111.8,99.3,16,1647.0,26.6,1,8,High,Safe,Lifestyle
1588,Other,Canteen,6,95.3,96.8,86.0,19,1023.0,16.2,0,14,High,Safe,Lifestyle
2056,Entertainment,Canteen,9,60.3,73.7,76.2,28,3289.0,3.7,0,10,Medium,Critical,Survival
